(0, 0.0)
(0, 0.0)
(0.0, 0.0)
(0.0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(0, 0.0)
(1.0, 0.02702702702702703)
(1.0, 0.05263157894736842)
(0.0, 0.05128205128205128)
(0, 0.05)
(0, 0.04878048780487805)
(0, 0.047619047619047616)
(0, 0.046511627906976744)
(1.0, 0.06818181818181818)
(1.0, 0.08888888888888889)
(0.0, 0.08695652173913043)
(0, 0.0851063829787234)
(0.0, 0.08333333333333333)
(0.0, 0.08163265306122448)
(1.0, 0.1)
(0.0, 0.09803921568627451)
(0.0, 0.09615384615384616)
(0.0, 0.09433962264150944)
(0.0, 0.09259259259259259)
(0.0, 0.09090909090909091)
(0.0, 0.08928571428571429)
(0.0, 0.08771929824561403)
(0.0, 0.08620689655172414)
(0.0, 0.0847457627118644)
(0.0, 0.08333333333333333)
(0.0, 0.08196721311475409)
(0.0, 0.08064516129032258)
(0.0, 0.07936507936507936)
(0.0, 0.078125)
(0.0, 0.07692307692307693)
(0.0, 0.07575757575757576)
(0.0, 0.07462686567164178)
(0.0, 0.07352941176470588)
(0.0, 0.07246376811594203)
(0.0, 0.07142857142857142)
(0.0, 0.07042253521126761)
(0.0, 0.06944444444444445)
(1.0, 0.0821917808219178)
(0.0, 0.08108108108108109)
(0.0, 0.08)
(0.0, 0.07894736842105263)
(0.0, 0.07792207792207792)
(0.0, 0.07692307692307693)
(0.0, 0.0759493670886076)
(0.0, 0.075)
(0.0, 0.07407407407407407)
(0.0, 0.07317073170731707)
(0.0, 0.07228915662650602)
(0.0, 0.07142857142857142)
(1.0, 0.08235294117647059)
(1.0, 0.09302325581395349)
(0, 0.09195402298850575)
(1.0, 0.10227272727272728)
(1.0, 0.11235955056179775)
(1.0, 0.12222222222222222)
(0.0, 0.12087912087912088)
(0.0, 0.11956521739130435)
(0.0, 0.11827956989247312)
